debugJanXI:debugDLxhw,initialized,0,,1529635446468
debugJanXI:debugDLxhw,window_resize,0,"[1024, 768]",1529635446468
debugV1Z386:debug7FRKD7,initialized,0,,1529779879168
debugV1Z386:debug7FRKD7,window_resize,0,"[1024, 768]",1529779879168
debugP81I27:debugSNBDQ9,initialized,0,,1529784756359
debugP81I27:debugSNBDQ9,window_resize,0,"[1024, 768]",1529784756359
debugR80X0E:debugQFQOBP,initialized,0,,1529790917843
debugR80X0E:debugQFQOBP,window_resize,0,"[1024, 768]",1529790917843
debugYC8HSA:debugD0EREL,initialized,0,,1529947748394
debugYC8HSA:debugD0EREL,window_resize,0,"[1024, 768]",1529947748394
debug7EKOPJ:debug9NHTXN,initialized,0,,1529948010288
debug7EKOPJ:debug9NHTXN,window_resize,0,"[1024, 768]",1529948010288
debug7EKOPJ:debug9NHTXN,focus,1711,off,1529948011999
debug7EKOPJ:debug9NHTXN,focus,2601,on,1529948014600
debug7EKOPJ:debug9NHTXN,focus,1367,off,1529948015967
debug7EKOPJ:debug9NHTXN,focus,881,on,1529948016848
debug7EKOPJ:debug9NHTXN,focus,14583,off,1529948031431
debug7EKOPJ:debug9NHTXN,focus,4689,on,1529948036120
debug7EKOPJ:debug9NHTXN,focus,11127,off,1529948047247
debug7EKOPJ:debug9NHTXN,focus,1273,on,1529948048520
debugOO82NR:debugPSR876,initialized,0,,1529948121015
debugOO82NR:debugPSR876,window_resize,0,"[1024, 768]",1529948121015
debugOO82NR:debugPSR876,focus,69459,off,1529948190474
debugOO82NR:debugPSR876,focus,14904,on,1529948205378
debugOO82NR:debugPSR876,focus,1017,off,1529948206395
debugOO82NR:debugPSR876,focus,19091,on,1529948225486
debugOO82NR:debugPSR876,focus,1921,off,1529948227407
debugOO82NR:debugPSR876,focus,73418,on,1529948300825
debugOO82NR:debugPSR876,focus,904,off,1529948301729
debugOO82NR:debugPSR876,focus,71721,on,1529948373450
debugOO82NR:debugPSR876,focus,2271,off,1529948375721
debugOO82NR:debugPSR876,focus,3242,on,1529948378963
debugOO82NR:debugPSR876,focus,1336,off,1529948380299
debugOO82NR:debugPSR876,focus,21388,on,1529948401687
debugOO82NR:debugPSR876,focus,3044,off,1529948404731
debugOO82NR:debugPSR876,focus,5593,on,1529948410324
debugOO82NR:debugPSR876,focus,215535,off,1529948625859
debugOO82NR:debugPSR876,focus,3900,on,1529948629759
debugOO82NR:debugPSR876,focus,3427,off,1529948633186
debugOO82NR:debugPSR876,focus,70504,on,1529948703690
debug4NW8NS:debugGYHIXW,initialized,0,,1529949105681
debug4NW8NS:debugGYHIXW,window_resize,0,"[1024, 768]",1529949105681
debug036J3R:debug6UPX2G,initialized,0,,1529949193254
debug036J3R:debug6UPX2G,window_resize,0,"[1024, 768]",1529949193254
debug7CXQ98:debugCW8QCX,initialized,0,,1529949216456
debug7CXQ98:debugCW8QCX,window_resize,0,"[1024, 768]",1529949216456
debugZW94BM:debug5R8ZUM,initialized,0,,1529949541778
debugZW94BM:debug5R8ZUM,window_resize,0,"[1024, 768]",1529949541778
debug7VL544:debug3XRU97,initialized,0,,1529950669615
debug7VL544:debug3XRU97,window_resize,0,"[1024, 768]",1529950669615
debugG7LUSP:debugNQJ4VC,initialized,0,,1529957221911
debugG7LUSP:debugNQJ4VC,window_resize,0,"[1024, 768]",1529957221911
debugSPF3O5:debug48JU7F,initialized,0,,1529957305081
debugSPF3O5:debug48JU7F,window_resize,0,"[1024, 768]",1529957305081
debugANYHQY:debug8VQUNV,initialized,0,,1529957916836
debugANYHQY:debug8VQUNV,window_resize,0,"[1024, 768]",1529957916836
debugCY4TZH:debugN8DGXM,initialized,0,,1529977848074
debugCY4TZH:debugN8DGXM,window_resize,0,"[1024, 768]",1529977848074
debugRU8J6S:debugI2UXYW,initialized,0,,1529978036562
debugRU8J6S:debugI2UXYW,window_resize,0,"[1024, 768]",1529978036562
debug698Q28:debugKBUOB8,initialized,0,,1529978713842
debug698Q28:debugKBUOB8,window_resize,0,"[1253, 693]",1529978713842
debug698Q28:debugKBUOB8,window_resize,374,"[1253, 732]",1529978714216
debugI0EFGU:debugXSNPWV,initialized,0,,1529979033831
debugI0EFGU:debugXSNPWV,window_resize,0,"[1024, 768]",1529979033831
debug1NOCZH:debugQK49DX,initialized,0,,1529979478820
debug1NOCZH:debugQK49DX,window_resize,0,"[1024, 768]",1529979478820
debug8SNBYE:debug4OHOC4,initialized,0,,1529979502397
debug8SNBYE:debug4OHOC4,window_resize,0,"[1024, 768]",1529979502397
debug3RQFY5:debug8DO1T3,initialized,0,,1529979607456
debug3RQFY5:debug8DO1T3,window_resize,0,"[1024, 768]",1529979607456
debug2NUC07:debug5LDMEB,initialized,0,,1529979826069
debug2NUC07:debug5LDMEB,window_resize,0,"[1024, 768]",1529979826069
debugK4HHEP:debugDQL3M1,initialized,0,,1529979851265
debugK4HHEP:debugDQL3M1,window_resize,0,"[1024, 768]",1529979851265
debugOZ6BX1:debugDW2J97,initialized,0,,1529979908892
debugOZ6BX1:debugDW2J97,window_resize,1,"[1024, 768]",1529979908893
debugZNIXBM:debugTP9T50,initialized,0,,1530028837090
debugZNIXBM:debugTP9T50,window_resize,0,"[1024, 768]",1530028837090
debugMAITE7:debug2GGWXZ,initialized,0,,1530029667469
debugMAITE7:debug2GGWXZ,window_resize,0,"[1024, 768]",1530029667469
